,COEFFICIENTS,ENCODINGS
3541,0,LPKKa@oj_yeePT
3542,1,Lt?`O@IUPO}eeZ
3543,0,LoocGDDBQPmUEN
3544,1,La`DGbRHAwb`}L
3545,0,LDoBTWQEKQiQP}
3546,1,LIaIoggbRDqHZr
3547,0,LQWJCQcdXHOo|Z
3548,1,LFAIXEGbQm_cdz
3549,0,LcgL?Y`FeGOq|J
3550,0,LBggg_hJc[HMeV
3551,0,LZ?@xOHAB{IUUl
3552,0,L?NEFeCSIIlUCR
3553,0,LagF@B_LowKSmN
3554,0,L@wu@O_DKptKYV
3555,1,LQEIo?{p[Kt?hj
3556,0,Lb_M@B_LOtKSmN
3557,0,L_[Cogkb?~EGss
3558,0,LTOTOIaHOsWrll
3559,0,LPo[OE`IaYKPd^
3560,0,L`oaOHMQ`ecHY^
3561,1,LgK?wwOLO}SM]N
3562,0,Lp_aC?uWERc\T|
3563,0,LXALOGpBaUHfFl
3564,0,Lb_BB`_MB]QHj]
3565,1,L_w_oBLE@}kq`R
3566,0,LIKaagGMOvcThL
3567,0,LMAbAHIEaafD[^
3568,1,LBEOYaWhKOzuYb
3569,1,LBaOqahH@w\Bld
3570,0,L`oBGgieBPqKbx
3571,1,LCXaaKIeAs]`Ht
3572,1,LA[HJHHBGpjTk@
3573,1,LBWHKHYT@qHNcR
3574,0,LKSPcLGQ`_{]Gj
3575,1,LKWOYaWHCW{vib
3576,0,LCpoKHQKIT`\FL
3577,0,LoEDGcPXIef?DZ
3578,1,LGqaQIGRbO|d`l
3579,0,LsOGdCGh?xg~El
3580,0,Lw_P_`OQBiW}Pm
3581,0,LCYTHDG`Awg|ML
3582,0,LC[dBCOiEgYXTq
3583,0,LpGAWQKbHQWmib
3584,0,LYOw`A?@HXHX{t
3585,1,LWoA[SKPCsg}Gr
3586,0,LEWpGCqHSPIW{d
3587,0,LOXRGIH`gpWhm[
3588,1,LARHRAhDQSXivs
3589,1,LBEDEIkXIOWi|s
3590,1,LoB@EGXXdShX|s
3591,1,LoB?eCYhpPaivs
3592,1,LOTpAC_hopYZF[
3593,1,LcH_pAGTQkWX{U
3594,1,L?\pAEKa_wW}Hu
3595,0,LGL`bAGSgwX[c{
3596,0,LGLgaBIEKg[W{k
3597,1,LGX`aCkI_wW~HU
3598,1,LcB_ECWx`gii|s
3599,0,LQK_i?tHa`S[ra
3600,1,LoBOI_YDCpnNbk
3601,0,L_s_J?kD_wX]][
3602,1,L@U@t_iHPTGiRS
3603,1,LoPPABGdoox\i]
3604,0,LhAaAIKB_sWblk
3605,0,LWH_iAKHIkWw}U
3606,1,LKDaR@GH`Qs[rs
3607,1,LaDGJ@WRD[LJf[
3608,0,LGqgIGiBBP]KU{
3609,0,LAUBTOkHQOhKrc
3610,0,LgE_I_iBPP]M][
3611,1,Lca_F?WRIXijfk
3612,1,L?]Oe`iBPS[hzk
3613,1,L_M@T@iDWqiWvg
3614,1,LKEoIGgD_q\bjW
3615,1,L_h?sWYdT_gpUW
3616,1,L?]BKaYLOsgXZk
3617,1,LoB?UA[p`Whlb{
3618,0,LLAoEOWBWPot\g
3619,0,LgE_I_iBDSZqx[
3620,1,L?]BKaYLGwkGRk
3621,1,LoBGF?WJCtmhV{
3622,1,LoBGF?XB_pqvTg
3623,1,L`B_F?[B_psl\k
3624,1,LCd_Z@GXHi[Wzu
3625,0,LOJPcCWppPigu{
3626,1,L`c@SWkJCqgiV[
3627,1,L_iBD@kDDYWYVk
3628,1,L@YDKQ[dBOZHRk
3629,0,LHcKL_gD@Q\QZ[
3630,1,LPcWL?gD_q\aZ[
3631,0,LAXpACghPrQZBU
3632,0,LEHoaAgXo`SX{U
3633,1,L@L`bAGTgpXsc[
3634,1,L@USTD_ILWWXTG
3635,0,LoP_I?qhq`Psra
3636,1,LGqSEgg`BPYkU{
3637,1,LgB_ECXBeR`|tk
3638,0,LB`oE_WJCycbV{
3639,0,LApaF?[BAucp\{
3640,0,LAYgF?WbOr`lUq
3641,0,LAqaJ?kD`OXuh[
3642,0,LOiOl@OIhWigtG
3643,0,L_i@ca]D@WhkR{
3644,1,L@M@tGkD`QWmR[
3645,0,LgEBD_gD`QlQZ[
3646,0,Lw@OhB?OgwWy{]
3647,0,LoS_o@Gy`w[W{M
3648,1,L_[?YEpYgwWW{I
3649,0,LwG_W?gYRkW[ra
3650,0,LWIod?OChWhlRW
3651,0,LKKGiDkI?kYWrq
3652,1,L``ARO[BCp[dEk
3653,1,Lr?k@_D@?QSPz}
3654,0,LoH_aAcb_wX\d{
3655,1,L`PBBA[B_p[bEk
3656,1,LoWo`?GDosWy}]
3657,1,LOT_qALB_ox^k]
3658,1,LGJ_f?WBp`qvTg
3659,0,LFAHFOgT?ohq|o
3660,0,LIIcc_[B?otlTg
3661,1,L?]IFOgdApi\UW
3662,0,LS`oS@OMBY[Wva
3663,1,LcP_R@GL_w[X}c
3664,0,LDIgF?YB?y_vTg
3665,1,LoP?iBMBOox^c[
3666,0,LN?EIhMA?_OLz]
3667,1,LGbcI_hBBQh[v{
3668,1,L?mAkP[dPQWhRW
3669,1,LAsaR@GJcqtlPt
3670,0,LOkBh@KHAyYtPt
3671,1,L@YgICjP`WqRx[
3672,0,L@hBgP[U`_uJBh
3673,0,L`HBAMcM`ascRx
3674,0,Lp_BAIeEBaqJRx
3675,0,LgoD_h_qHbHiAN
3676,1,L`o?qI[F`PmR`l
3677,1,LOkgI@Oy_wY^DQ
3678,0,L`g@IMKR_o~?Yu
3679,1,LSoGxCI`@SX{Ir
3680,0,LIWAxcG`GqgykR
3681,1,LHKDoDsPcQGwwd
3682,0,LggX?YGDGqYikr
3683,0,LhGOXa_@cUH[st
3684,0,LROSgIcHIQGYst
3685,1,L@MhBCGpQQw]Kd
3686,0,L_eBCcmPCRHW[s
3687,0,LgaWDo_G?xba|B
3688,0,LcQWOEXD?|`bIB
3689,0,Logp??gpcwW}Iu
3690,0,L_sAhDKHAyYrPt
3691,0,LbOAhDKHAwWvTt
3692,1,LaE?\aGpSOz^Wr
3693,1,L`ob?KMB@pYa]]
3694,0,LwGp?E?aoox\L]
3695,0,Log`AALE``qg|p
3696,0,L`Q@dCsD`PiZhh
3697,0,Loo@oESh_wWyEm
3698,0,Lgo@obGq_wWzAm
3699,0,L_Y@cReDPOhspp
3700,0,L_[_W@uPSUGywD
3701,0,L{?gA?geAZTQfM
3702,0,L_qGdHIHCpk^Cb
3703,0,Lb_BDBcKb@HOvB
3704,1,LA[_sHSd`Oh[{@
3705,0,Ly?w?cD??[PKf}
3706,0,Ly?w?_cG?Pq}r]
3707,0,LsCoO`AEAXS[vM
3708,0,LgK_WoOLHhQ[rI
3709,0,LWIoLA?AIykhXK
3710,0,LbAALDKHEWYb|d
3711,0,Lp_BAKeEBapKVx
3712,0,LEaaX@_[Gsp[\L
3713,0,LaQ?kbdHAQ\Jtd
3714,0,LBa_x@cKIS[o^L
3715,0,LEEPpJ?WB_y\Pr
3716,0,LAYpAcGiHYQXKr
3717,0,LcWOo[_iESu_`N
3718,0,Lp_B_KMHApiTEr
3719,1,LCYOxaGPC[ppor
3720,0,LgS_gE_YqPXkoR
3721,1,LHE`QBHBcrsjXd
3722,1,LROBIWKFArKLi]
3723,1,Lw_@bH@@coxmbu
3724,0,LoogOCQpBgW{hm
3725,1,LoWh?AU`GgWy]m
3726,0,Lw_W`D?@DWx]e]
3727,0,LPg@iKJI`oXK]U
3728,1,Lw_`_AQ`FgWyYm
3729,0,LPgPaKIQ`oXkYu
3730,0,LC[CjKGiEgWZUQ
3731,1,LcWGXSGqCgW}Qm
3732,1,Logb?GHTaqWjf[
3733,1,LDI`IAjPQYoRt[
3734,0,L``BGJabd_pH]X
3735,0,LgHQAM`Ch`qLbx
3736,1,LOkHL@GXGyZpXd
3737,0,L[@SW_WDAdfVFR
3738,1,LCqQIRHHC~@d_N
3739,0,LOsEhCGbQwjAkR
3740,0,L[CL`D?KDETWbj
3741,0,Lp_`GGKJBY]DIr
3742,1,L`gaAIIiDsYaTt
3743,0,LqOP_QKaI_XzDr
3744,1,LdCaAIIi@sYeXt
3745,1,LWoEWaH`CwlEAv
3746,0,LCwTGJKaG_xXLR
3747,0,LPSTOIKaH`WZLL
3748,0,LKWaaKKI?s}`Xt
3749,1,LCUUPDGHCwXvTd
3750,0,LQQRAI`cb_qJRx
3751,0,LooD_aPkHbHiAN
3752,0,LSQSW_XgKEdGUl
3753,0,LoW?l@`KgstHZL
3754,0,LWPLH?WIIhb`|R
3755,1,LCUdBGHHCs\`ll
3756,0,LsCI__qh?YII{t
3757,1,LPgGkCrHcQHG{d
3758,1,LCiA\QK`GQg}KR
3759,1,LcW`ODRDcQGw{d
3760,1,LcaHHHIP@QXmib
3761,0,LW`aaGGhdQuQa}
3762,0,LWQ`SCSQDXhuPM
3763,0,LKQdASOqQ_hsXm
3764,0,LGkC[iK`GPY\El
3765,0,LaKCKiKhGOY^El
3766,0,LccGLDGX?yZrXd
3767,0,LgaOaHWBdPltdh
3768,0,LGiah?oWgwggxK
3769,0,Ly?g`?GHDRSyu]
3770,0,Ls@_aI?\ocWqt{
3771,0,LFCJBBGM__pKrk
3772,0,LoH`_AIToopZd[
3773,0,Lx?cP?OEiPPkvM
3774,1,LgPQOKh@csX`zs
3775,0,LSQag_Gj?xgneh
3776,1,LWocb?OaJgW}Hm
3777,0,LsAGaIak?p[plh
3778,0,LCqqOOXDDTPakB
3779,0,LwGQCW_Ij@_\ZB
3780,0,L?mOtOpOhWIHP[
3781,1,LBKgaGgjCxGNe`
3782,0,LAkIdGWdSRGHYs
3783,0,LSQRG`Gb?xglmh
3784,1,LWgKb?oaKgW}Hm
3785,1,LBKWbDG`CxG^Ed
3786,1,L@eDSgkXCTGg]S
3787,1,LO[RCBH`JywWtk
3788,0,LiCPGbO`EP}xR[
3789,0,L[AFA`SQ@K`lVx
3790,0,LbCF@bCSAcKO|]
3791,0,LI`iC`QPPCarVx
3792,0,LSaQac`S_aXjdx
3793,0,LI`iCaQPPC`rVx
3794,1,LhCq@@G@kUPpz]
3795,0,Lw_R@?oAeRTHV]
3796,0,LWPLBH@@`cPkzu
3797,0,Lk_POXKA@iIRV]
3798,0,LBooR@SAKiGl`}
3799,0,LBooR@OEigILd]
3800,0,Loo_o@TSoPWh{R
3801,0,LCpoRG`@Kkogz{
3802,0,LBo_Y@ouigIK`]
3803,0,LqO_o@TSoOWj{R
3804,0,LBooR@OEMiGl`]
3805,0,LY@HbH@@KdPgvu
3806,0,Locd?OSXEgTHV]
3807,0,LUOBWaQ[_OKXYr
3808,1,LIgi_aQKOSGg}r
3809,0,LAiIgRcYOSGg{R
3810,0,LsCaG`BgECWqVL
3811,1,LIgi_aQIOSGh]r
3812,0,LeOW_L_[_O[XYr
3813,0,LsCgOHBgDCWqVL
3814,0,LEWDSi_]OSGg{R
3815,0,LWPLBH@@ccPhzu
3816,0,Lk_HGXKI?iIRV]
3817,0,LBowB@SA@iGnh]
3818,0,L@eHTI`PIRwgt[
3819,0,LoI_cAd`XEXhUx
3820,0,LOkX_@sPOQx^@T
3821,0,LOYRAB`cIyWhUp
3822,0,LIaiGhAo@OZedZ
3823,0,Lt?ICgaw?RGvbj
3824,0,Lt?IGMAw@RGu`^
3825,0,LIciOiAoAOjT`^
3826,0,LdAIOU`wAQhT`N
3827,1,L@eBohQsAqhT@J
3828,1,L@iHRQGRBQjqub
3829,0,L`IGRQGRBQlVeb
3830,0,L@s_MAkJaXNBdT
3831,0,L?{aFGHP`pkThl
3832,1,L`PaAKGmcozBYU
3833,0,LaQ?lcGhKWXZDs
3834,0,LoK?ZCSaKiW}HM
3835,1,L?u_U`ITQWlbfP
3836,0,LIKILBGHHd_}jB
3837,0,L_UOckIaITUGD}
3838,1,L@YOkogeHWjIuW
3839,0,LaE?lDK`Gwhkmh
3840,0,Lga@cqGeEWW}Gm
3841,1,L`DaAKGy`p]EE]
3842,0,L`K_cESL`Wosxh
3843,0,L`W_oBadsQGXot
3844,0,Lga`CEQHFWW}KM
3845,1,L_s_JCGbbXH[mr
3846,0,L_eBDCgTeXHG]S
3847,1,L@MdAELHESW\Kd
3848,0,L_i_FCGppQg}Kt
3849,1,L_s_dCOiopYZDi
3850,1,L@[aaA[bgTHJEd
3851,1,L@eC[WkXKPGkYS
3852,1,Loa@dCGhbWg{Ml
3853,0,Loo@pCOecwWyHm
3854,1,L@wbAGkR_o|CYu
3855,0,Lgc@WqH`CqkYIr
3856,0,L_q_d@HHgshkkb
3857,0,LwCc_AcHQUH[st
3858,1,LBK_kaQhSPIIsd
3859,0,LBWoS@sPcQKhwd
3860,0,LgQPAogBEhdbIB
3861,0,L?{cRCOeooYZLK
3862,1,L_e?\`GdcYIXYo
3863,1,L?]gJAGRg[LJEp
3864,1,L?]DIhHpAozL[T
3865,1,LEQ?{HkXCS[hyk
3866,0,LQKGt?gXIdcxjB
3867,1,LKKgSIQSEAiZpr
3868,0,LHQcgB_YsOgZor
3869,1,L@MCecgxPWWrZo
3870,1,L@e?vAgdq[HPV[
3871,0,LQa@k@[LD[MGd{
3872,0,LqC@L?gTE{LIf[
3873,0,LQa_wAdBBWosxh
3874,1,L@sWEohIAT`RF@
3875,1,LGT`QcKP_UPye]
3876,0,LKHgaAhH_RTPuU
3877,0,LGLST_oAHhRLRI
3878,1,LWo@sKGTapk[Cr
3879,1,LKWKWBpPASiXwD
3880,0,Lw_@oaI`DSXwkr
3881,0,L[GEgB_hcQGysT
3882,1,LDW_xQ?dcQHXot
3883,0,LPW@xAGTgshYcR
3884,1,LWE@k_gJD\MId[
3885,0,LSP_wAdB@Xoupp
3886,1,L@e@rGXP`piV@l
3887,1,LWo@kBK`Gxgwkl
3888,1,Loo?kcOxIhWyDM
3889,1,L?tbAHHYao|CUU
3890,0,LQS@kBKhGwgykL
3891,1,LgW_WQ_YsOiZoR
3892,1,LaP?lCoiMWXZDK
3893,1,LHg?{qH`CqhZUr
3894,0,LBK?|aGXC{cHyl
3895,0,LwCo_?gEuBJRr]
3896,0,Lp_[?KU@@PGqn]
3897,0,LGsA[pGpAxJ`tT
3898,0,LcSGdP_k?pl]eJ
3899,0,Loo_QAKegdP{D]
3900,1,L_X?t_oePkhlRW
3901,0,LWWMOBO[oOWlqb
3902,0,LoD_K@MaIeVKD]
3903,0,LcWOoL_Y`Q[XQb
3904,0,LEH_Y@taGeMSD]
3905,0,LgKOKEoHk[KWll
3906,0,LoD_KALaIfMS@}
3907,1,LChqAIHDIiocr{
3908,0,LBoWJ`K@?`mPi]
3909,0,LBo@j_kEA[POh]
3910,0,LBo@iJKLBkOO`]
3911,0,L?{wAgMA?dUOdi
3912,0,L?{wB_PA_dMOdi
3913,0,LwAWCTCG?xb`|B
3914,0,LWgOwDQ@sQIgst
3915,0,L@[`WCtPcRGWwd
3916,1,LAwA\SK`KOg{Ir
3917,0,LQawD@CG?xb`|B
3918,0,LkG?xDO`cYIgst
3919,1,LhCOWBp@kRG[wd
3920,0,LEK@tEH`_ok[Kr
3921,0,L`IAXQO[kQG\Or
3922,0,LwAgC_ag?xba|B
3923,0,LoWGWIOmcYIHor
3924,0,LwCEH?WDi`RehB
3925,0,LkABOE[B@Z`akB
3926,0,Lp_[?KU@AQHSem
3927,0,LqGCSP_][OI\Qb
3928,0,L`QAhBaQiPGZQb
3929,0,LpAaP@CW`cpH|B
3930,0,Loo`GAOlawW}IM
3931,0,LwGo_AOSqPXlqb
3932,0,LOkWQ@op_wY^DS
3933,0,LwG_WAd@cUH[st
3934,0,LoW_W?qhsQIXwd
3935,1,L`o@aHsJ_o~ATU
3936,0,LQg@kSSTPPGylL
3937,0,Loo`O@OtcwW}@u
3938,1,LDEDJAWxUl`aYF
3939,1,LI`iChasAqYrUh
3940,1,LIoiOpUSPCPktZ
3941,1,LPoKJAVAoOsMY}
3942,1,Lu?`OE@Fqi_uTZ
3943,1,LIgi_AWL\LSPDZ
3944,1,LAYIIC}kRDRHjB
3945,1,LaSGWK]BaQTleh
3946,1,LaocO@gjPyauaJ
3947,1,LaSGWKWVyISQUj
3948,1,LcWJ?`YFIKu_lJ
3949,1,L`PGgWWmxKOHlx
3950,0,L`Wd?DJEE{aPYN
3951,1,LBa@q`lP@duS@k
3952,1,LZ?Al@GDI~AeaN
3953,1,L?yAZqCB@]deAR
3954,1,LRCIQAor@~@eQL
3955,1,LQoN?BKFPeTaBj
3956,1,Lp_S_ER@BqlIe]
3957,1,LX_dP?_ESpmUHN
3958,1,LX_sCI?EJQ^BHN
3959,1,Le_o_QKQIC`zBr
3960,1,LEDXBIPooWoUY}
3961,1,LHoSa@}_h_nOh]
3962,1,LSKL_w@FEKOsxj
3963,1,LEWN@ChBJISPJj
3964,1,LoaHOw@FeI_q|J
3965,1,LacECDhRf_sXZg
3966,1,L`H@Saiqo]CGe}
3967,0,LBo_kClHaaSKQ}
3968,1,LPoROg_JBQ|CeJ
3969,1,LeOo`B@CoOWjyr
3970,1,LEWBpChB_olTKR
3971,1,LL_b_CsBARn?kN
3972,0,L[GT_`OoGSjo[V
3973,0,Loc_p@BCKwpHhL
3974,1,LIodCGoXB}Ai`]
3975,1,LYODbGOEB}DQT]
3976,1,Lp__gGTBIRkUKN
3977,0,Lw_`OG`QMWwuBj
3978,1,LYOTABOHB}EpQ]
3979,1,LX_hOI?eEYia`^
3980,1,LPocgDDBIPmQEN
3981,1,LBBooc_MKRKpXS
3982,1,LwCBPE?DmAXu@V
3983,1,LbGAcaYLHO^FAb
3984,1,Lx?a_DCHOtiVEN
3985,1,L[_TOa_WGSZo[V
3986,1,LhOb@OK@DS^Akv
3987,0,Lk_d@@OQ[DahBz
3988,1,Lx?B_dE@AWiee^
3989,1,Lp_W__qoCdLaBn
3990,1,Lh_c`aCGAUdPd^
3991,1,LSQBICWN{Jc_Yr
3992,1,L@wCf?wLxiUBHl
3993,1,LGXDKHgR}K`caN
3994,1,LIIKWIgJxCUcbj
3995,1,Li_aGGodE~AQYN
3996,1,L@eGf@mGC^Dcab
3997,1,L_wD_`iRZKSoHN
3998,1,L@kL``KPIMSoBn
3999,1,LDK`QCWVyMQ_ej
4000,1,L?mAYeRPMYoibk
4001,1,LoQAoGqhH|``ZL
4002,1,LWgBg`LA?q}REj
4003,1,L[CpCC_IeBMhdX
4004,1,LcoOoKsH@X]TGN
4005,1,LIHgcE`KGwYrUh
4006,0,LSgPgPHQc_W~Aj
4007,1,LWcHp@QASOx^DR
4008,0,LWWIpA_aoPWh{R
4009,0,LLCdDDAGT?pIVL
4010,1,LFOoSDGqPQsKQ}
4011,0,LoWg_C`YGxgXYb
4012,1,LHgk_BO[_okX[R
4013,0,LYCTCh?gT?pIVL
4014,0,L?{wBOPAgQPiUK
4015,1,L_soPO`GKwpHhL
4016,0,LBogbCSIAQks`}
4017,1,LIWgoDPSHWWg{R
4018,0,L`WKPEO[oOgXyb
4019,1,LHabGTDOCpiadZ
4020,1,LKoFAWoYIYOkQ}
4021,1,LAweG_grOx`TYR
4022,1,LgaaH@_IKymc`z
4023,1,LT_BhGSBARkUKN
4024,1,LsGX@@O`KBug[V
4025,0,LcoPO[cHC`iuAN
4026,1,L[CocE?Ei@nMAN
4027,1,Lb_PGUHEEz@PXV
4028,1,LAsBIbTH?~D@IF
4029,1,LBgIcSgVtC`QUZ
4030,1,LBKL_H[RKkd?dj
4031,1,L@q@wg]Do[_TIz
4032,1,LBoJOQkJIic_bj
4033,1,LEcMCEhJKh`TBj
4034,1,LCkL_HYRLKTODj
4035,1,LH`_sBf_ih_gvr
4036,1,LOsKSCnoqATGU^
4037,1,LHEKQE\KbAlQvK
4038,1,LR@LCg_Zh?Xlmh
4039,1,LKoBSQt@_QlKa}
4040,1,Lw_R?b?SEW{qdZ
4041,1,Lk_c_QKSICPydr
4042,1,LDSLPWOFUKOa|J
4043,1,Lp_IOU@eaQHcbn
4044,1,LBoGjPHIHiKS`}
4045,1,LKoEoKsDAP]TGN
4046,0,LwCD`COKQuJ_tp
4047,0,LEWooIOk_okXYb
4048,1,LDo_qHQecSmO`}
4049,0,LAqRGj?LAo~DAJ
4050,1,LKWKKKZobGSSXn
4051,1,LHQLA@~OwBC`Y]
4052,1,LIHLGI[Bg`bleh
4053,1,LQISb@_SWo\tTp
4054,1,LKoBQQpQgQlOQ}
4055,1,LEBQEF`ThTRRKR
4056,1,LL_[_@wqoQlIe]
4057,1,LKS`S@]PpHLbfL
4058,1,LW`Cw_gbxIeOiz
4059,1,LBWiD?oFxLABZJ
4060,1,LqOD_AkJYkd_bj
4061,1,LKWeCG]oJKQHhn
4062,1,L?{aEO\qi`i]Ca
4063,1,LQPISOnoUCcPh^
4064,1,LeAGLEJoDYTQP}
4065,0,Ls_H_W`FeHOtXZ
4066,1,Lb_I`@oFedeHRr
4067,1,Lb_AhQKHAvCqdV
4068,1,LaW@g`lB?zUTOq
4069,1,LcWJ@OYDKkd_jj
4070,0,L`PCQcsX@lU`dW
4071,1,LALJP?wRJjNCbe
4072,1,LESbCGWms[_Hlx
4073,1,LcoL?H[TDLdObj
4074,1,LDKDh`KBOeYrUh
4075,1,LKoHSWop_iQiP}
4076,0,Lp_I_R@eDRKa`^
4077,1,LAseOBLIA}CPdN
4078,1,LBEPaaghA}dSC[
4079,1,LeOL?H[THITRBj
4080,0,LAsePAKHA}DPdV
4081,1,L?{QIo[I?}Imco
4082,1,LAweGAkXA}Cq`V
4083,1,L?jcoAlE@~EQcI
4084,1,LM_oW_oWGmEGhn
4085,1,LAweGAkiA}CohN
4086,0,LX_FGb@QEO{RBj
4087,1,L?N`cSdHS\dCBd
4088,1,LgK_KaSgKLMIBf
4089,1,LDKdCCWVyIQaUj
4090,0,LbO`ODJEE{aPYN
4091,1,LBoAYecJ?|QccY
4092,1,LHaCwghBxE_Kiz
4093,1,LFGHhCoFsDRHdZ
4094,0,LBWsCcPEG}@cXn
4095,1,L?uQIpKBA^ClIS
4096,1,LBoAN_[HKjccgj
4097,1,LBKL`aKBKLCohn
4098,1,LbOBGTKMAuIrBl
4099,1,LJGHcKoLC~C_hN
4100,1,L?NbGTCRSVUc?r
4101,1,LbGD_`hb@rdKeL
4102,1,Lb_@gRLIAzCPdN
4103,1,LBoaSOsFAydET]
4104,1,LBKSceOJGzE`Qj
4105,0,LogP_PIQT_W~Aj
4106,1,LM@BKJUKHRHpz`
4107,1,L?{[BgOBpAhutp
4108,1,LKoPSWgQgYIqQ}
4109,1,Lp_HPH?JBQ}TEJ
4110,1,Lw_gOI?iEYm``^
4111,1,Lu?D_d@FQi_uTZ
4112,1,LHKKasOe?}F?hn
4113,1,LbC?YeSX?~CsgM
4114,1,LPoEhCSBIPnAEN
4115,1,LqOb?@cMHRUHRp
4116,1,LBPhCGWmxI_Hlx
4117,1,LEWm?KPFdD?q|J
4118,1,Laoe@AHDB{Ouh]
4119,1,Lh_I`CoQcXLBBn
4120,1,LWSKce@cI@\IEN
4121,0,LX_PSI_EiYMAD^
4122,1,L?lIdQOFA}fBAJ
4123,1,LCsSRHRG{CIPU^
4124,1,LGpESguoTL?QT^
4125,1,LN??uC}WRMC`XT
4126,1,LeOAcDhMk[_pRx
4127,1,LDIDgEXLeb`\Qb
4128,1,Lb@OEFaEE{dJML
4129,1,LHWCkSkQA{fAQN
4130,1,L?jDoatD?z`mc@
4131,1,LbOd?EIeBwRPX]
4132,1,Lh_aH?oIMYmE@^
4133,1,LJGDdGgHI}AaeN
4134,1,LDIDgQ[L?onVAb
4135,1,LoW@gHQdi_YZDR
4136,1,LPSJOXCbAPmCeN
4137,1,LSER_SOXBUdOdY
4138,1,LgD_hE?gy@]QEN
4139,0,L{?K`K?WHAtHY^
4140,1,Lb@@QFbEE{_ZML
4141,1,LIoEaKoiB}?gh]
4142,1,LgcaCEPKLXXTBj
4143,1,LiOh@@_SIeHwtp
4144,1,Ld_AoKsdAR]@IN
4145,1,LBKSSMGRHzE@Pt
4146,1,LDQEWeGNkK`PRr
4147,1,L`WF?WqdEsaQYN
4148,1,LBcCsD\DCzAbQQ
4149,1,LAiIgQ[LXKUADZ
4150,1,LDcKaWWmdGKPlx
4151,1,LAwN?_xRPdcSHj
4152,1,L_U@dHIHPvHk{d
4153,1,LbAALDGXHqZbXd
4154,0,Lp_BAIcMDhgKux
4155,0,LScLD@_[AcZX\R
4156,0,LWoSgd?KIQuWQl
4157,1,LEPoWGokCtH^EL
4158,1,Lw_EHPCGI`IhfL
4159,1,L_pAcoYdQ``P[`
4160,1,LaW_hA_qqOhXwR
4161,1,LJA`WBaBeWLRlF
4162,1,L_qDD@hDiPq{Rk
4163,1,LhOB_KhH`pWLi]
4164,0,Lcg@pEQPHgWwhm
4165,0,Loop@_?DEWx\i]
4166,1,Loo@pCQPJgWwhm
4167,0,LwO_cGPcbSkX]x
4168,0,LXCKpCOcEU`Xbh
4169,1,L`aaCHPsdPgctx
4170,0,L``AQMcJ`apcuh
4171,1,LIabAIHcb_q_|x
4172,0,L`o``COYb`kghM
4173,1,LOkHLB@W@yZLaj
4174,1,LQHHLB@W@q^daj
4175,1,LaSOWkGwKatIAN
4176,1,L`KBP_YB@q[mZu
4177,0,LWQoT@?AIykhTK
4178,1,LcH_bB?[_w[Xts
4179,0,LsCgO@cT?i[Yrq
4180,0,LO[gW@cdAi[WrQ
4181,0,L{?i@OE?CGKPz}
4182,1,L_w_o@lB_sW}eM
4183,0,LwC_RA?SgwX[t{
4184,0,LcW_pB?T_w[Xpu
4185,0,LgI_S@pHkYILSd
4186,0,LcP_aBGj`gspkh
4187,0,LqAaCGKkb@_^JB
4188,0,LoDOS_iIPTQmk@
4189,1,L_s@oKtB_pWZLQ
4190,0,LoK_K@PLkYIKwd
4191,0,LoKOW@pHsUIKsT
4192,0,LoB@F?WJrIbTui
4193,0,LoI`OCST`Wg}lL
4194,0,Loo@oEeBOpWzIM
4195,0,L`gB`@[B_ozeTU
4196,0,LoW`_DEBOqW~Am
4197,0,LwGoG@OKkYI\Qr
4198,0,L_i?tCkD`WiyzK
4199,0,LoW_c@UDDWkjr[
4200,0,LOY`S@UDPQkivK
4201,0,LwGoG@OKkYI\Qr
4202,1,L@U_sDTD`SgizK
4203,0,LoPOaBHBhgorkh
4204,0,LPI_s@TD`SglzK
4205,1,L_Y@T_hD`Q[jjK
4206,0,LoK_K@UPSUJHwd
4207,1,LPHPc`IQBQt[tu
4208,1,LEIoIGgdEdR`z`
4209,0,LoI?sDUDHWjhz`
4210,1,LC[pAEGbRGxulR
4211,1,LDKoaAgRiDSg}r
4212,0,LPgKgHHqDakIb}
4213,1,LGiBKiaIDP]eHN
4214,0,L`EGLF@W@uZeQj
4215,1,L`IAXEGTgvO{[r
4216,1,L`oAcTKL@|_sRl
4217,1,LaoF?BlB@yKQhu
4218,1,LogR?DHSd_zPUZ
4219,0,Lgc`CEPKqYLCBn
4220,0,LGwiCK_X`_|TDZ
4221,1,LOqIgDV@@XMEC^
4222,0,LaSCochJG{dOlJ
4223,0,LpAaG?sdIR]eIJ
4224,0,LhCaGGs`IR]EIN
4225,0,Laa_cAtHPTNECN
4226,1,LLO`KDR@DXMEC^
4227,1,LD`aWPaUGrdHjL
4228,1,LBgSch_RBUT`hN
4229,0,L@sRAqPHajC@U^
4230,1,LKcacGWwb@jLiN
4231,0,LgKATI`CkS[Sdz
4232,1,L_Y?xcJ@HW\RFr
4233,1,L_i@KqLHOQnECV
4234,0,LoI_oAT`hDeIBf
4235,0,LoWCTECoX@[iEN
4236,0,LgaBCXcQCpldDZ
4237,0,LpAQGIPKiUKEBn
4238,1,LbCALF?pjWgYZt
4239,0,LHSl?SPPIPpgvl
4240,0,LKWeCW_kEO[tbj
4241,0,LEobDG`KaQLCbn
4242,1,Lf?F@BGYPckQV]
4243,0,Lb@EHaSaL@kg}x
