,COEFFICIENTS,ENCODINGS
34646,0,M`S?sXAcOBUGfAAn_
34647,1,MOsHIH@GYC`^B@Qj_
34648,0,MKcOpCaH_iCXeOal_
34649,1,M_U@SHQO]G_ZfY?U?
34650,0,MGpDGmGCWCp`QpZe_
34651,0,MGYPc@gAZ_iGdAQN_
34652,0,MEKWBOD?KwTArGSf?
34653,0,MgSGHBS?j_kGVBAN_
34654,0,MFAWWOQ?MWDCotJE_
34655,0,MgoAQIWCWkCheI?n_
34656,0,MiOE?bSa_CcPpZ@F_
34657,1,MOsHIHAGUD@ZFHJF?
34658,0,MUGGqAWAZ?gGfQSN_
34659,0,Mg_`oKKGMIBAJ@Qx_
34660,1,MqGKGS_a?IDC[klN?
34661,0,Ms_CPDCJ_BGhfB?n_
34662,1,M_qP_I_PdP@X`Ssj_
34663,0,M_[?T\?KR?_WSy]x_
34664,1,McgB_OeAiGoGVRCN_
34665,1,MiAE@BWaOP?j`ePT_
34666,0,Mg_`gKEGeQCPbAH^?
34667,1,MqGWGG_`OQTCgksf_
34668,0,MMGOe@caH@QGMia|_
34669,1,MhCCcCqgOaCWTijL_
34670,0,Mw_K@HCD?BTJEb@v_
34671,1,MBWCdARcSeFbCKlX_
34672,1,MBKCpAkcSqQgoLTh_
34673,1,MBWAJBDcdsQc?FPN_
34674,1,MBKCqARCusSPGosf_
34675,1,MDgAUIDQKGdSpghx_
34676,1,MoWQC?SKp`dSgUYx_
34677,1,MWg@sOS__EsYfGRF_
34678,1,MGkIaEa@PQwQOg]l_
34679,1,MOsBIHCPKEqUIPQl_
34680,1,MPPQSE?LObrC?X]d_
34681,1,M@sQIODSDPjECDVJ_
34682,1,M?uXGWA@DDKXqTQh_
34683,0,M@d?scFrAI?NQaAM_
34684,1,M_wD_QK_X@KXaIKv_
34685,1,M?TacqS`IB?nQr@C_
34686,0,MdCSGSOY?cCQPcpv_
34687,0,MC[BBGdKKC}CHacF_
34688,0,Mao?wQK_TOgZ`GLZ_
34689,1,MaQEABWKKEfCdItF_
34690,0,MOiPEACUIWmCgGY|_
34691,1,M@wU@CIKSRFDEOcn_
34692,1,MAsDI@bHKNDhUgHX_
34693,0,MCpBKCTETbQ_iO[l_
34694,1,M@YDHDHoj_HBACjN_
34695,1,M?L_RiWUPcwtA?lE?
34696,1,MAsDI@bHMMD`UgHH_
34697,1,MBOchEKcoiT?ShZh_
34698,0,MaaI_AwCLP`qgUMx_
34699,1,MbODO@YCtAuOPoZL_
34700,0,MKWB`EKDGWpSQOh|_
34701,0,MOwHWHGWOdOhEGsn_
34702,0,MSQAkAD[CRYACeTN_
34703,1,MWcAXBG?uIeeiOPd_
34704,0,MKaF_AwCWAqJAHSn_
34705,0,MKaRCAWCSRSRBCSn_
34706,1,MCEaFI`TGOaVFGcU?
34707,0,MSgJO@QICeP_ShZx_
34708,0,MBKCq?ZA\bYGiCki_
34709,0,MQS@iCWAkbsLCTJI_
34710,0,MQH@eEOEePcUQ_Bt_
34711,0,M`K@gPcQOL_yeWLE_
34712,0,MHaPcAWEOLcxIClE_
34713,0,MgaHCBo?oFe\EIOu_
34714,0,M@kPQOcQOL_|EgSh_
34715,1,MBKCq?ZA\bYGiCki?
34716,0,M@iQSGgC[PtLCSNI_
34717,0,M`HHGDKBESlEIO@v_
34718,0,MX_?]X?g?@`|EIsu_
34719,0,MOqHKHCW_B`ZJCse_
34720,1,M_M@IH`G[`nPYHLT_
34721,0,MLOOk?Y_SOhjXoZL_
34722,0,MogOaACQhR@Z`TSf_
34723,1,MsOS@?`T_BBLXphu_
34724,0,MggGcEa?pUOYDcru_
34725,0,MKaPK?YaCAtJbWHJ_
34726,0,M?FoR@aofGANbG_u?
34727,0,MKaPDAQaCAe\aqHX_
34728,1,MRCCbCWDoBuAdYXT_
34729,0,MHSOh?YWOioiDL]X_
34730,0,MEQP`AIKSQfc_MLx_
34731,0,MbA@BCLacWpcJj@f_
34732,0,MGqR@AICURU@bCcn_
34733,0,MPQGhI@CXCbYbPdF_
34734,1,MPoEC`cKM@bUGQfT_
34735,1,MaO_PpSCoFuNGgQx_
34736,0,MP`IWAIOSbaMOZcl_
34737,0,MKSOh@EgCCq^B@`V_
34738,0,M?FoRAaoegALN`_q?
34739,1,McSEOPSCq?_X^HRT_
34740,0,MKWPaBG`C@owqZSe_
34741,0,M_h?dS`ASFuNOo`w_
34742,0,MOqIHAcH_baWyTKe_
34743,0,M`oHCGpGgI`{JHJF?
34744,0,MqGQC?geGbALUR?n_
34745,0,MROCqSOBGeAKe_Pv_
34746,0,MacOc@ghORIHUAOn_
34747,0,MOqKW@EBPKHXeH?f_
34748,0,MgoGcGe?qHA\ea_f_
34749,0,Mb_AcGUWKHpCEFiy_
34750,0,MQIHcCoGfAceAgRl_
34751,0,M``@DAwQSbeKOYcl_
34752,1,M?uOb@QadOq^@@@V_
34753,1,M?q`LCb`oeOXMpQ_?
34754,1,McW?wPSCqOcW{gQx_
34755,0,M?{PcBCbCHowoZHE_
34756,0,MpOP@?ISTBiGZRcl_
34757,0,MKSPHBA_cAh^AabF_
34758,0,M?Foh?YwQO_mZJCD?
34759,0,MWgCsOS?qOcX]gRT_
34760,0,MocPCACbCHpWrYhH_
34761,0,Md@P@AISSBiIRRcl_
34762,0,ML@Oc`PGZ@AZBb_V_
34763,0,M_M?iCLaM@_^jOkG?
34764,0,MC[WaBCCqOcW\ITT_
34765,1,Mb_P_BC`cHoWQJtT_
34766,1,M_UOSCHhGHc\Xsou_
34767,0,MoS?TCKl@AchDwXx_
34768,0,MggGHBgCbOcgf?bN_
34769,1,MqGQ@?Pi_e?qeW]u_
34770,0,MHKSa@cHIAgWMJdT_
34771,0,MqABGW__WPDD`dQf_
34772,1,MeOE@QKDOS?Z`V?j_
34773,0,MEKW`@aKQC_g^BUD_
34774,0,MW`BS@B_WePbOfJe_
34775,0,M_[CPPKSOPokKiMx_
34776,0,M``H@Cs_LAakQjcl_
34777,0,MCsR@AQYCS_ZBoBV_
34778,0,MAEcbOw@eB?^MZ?o?
34779,1,MpO@oEA`cDc[ROMy_
34780,1,M`aOc@WFIPcgt?tD_
34781,0,MbAPGAQcScaiIppl_
34782,0,MbOGSJAAcbPT@QIn_
34783,0,MKSP_`SQGU@[LIbT_
34784,0,M_wCWPEGqGdGvH@F_
34785,0,M`aPAE@agD_xFZSe_
34786,0,MaoGcISChOdGVABN_
34787,0,M_YCISgS`GgO[Lse_
34788,0,MiAGEHoG_gooKNse_
34789,0,MN?OW_qoHCGc_SlN?
34790,0,MsGOWW?aC@WsodJU_
34791,1,M`aPAE@agD_xFZSe?
34792,0,MISOiBC@hodGVA@N_
34793,0,MsGQOGAKoGfAo[se_
34794,0,MkOGKCs___oo[mlH_
34795,0,MsOQC?gLQ_`KVARN_
34796,0,MsOWCW?C__qo[NnH_
34797,0,MaoOc@IDXWdHUAAN_
34798,0,MIKSQ?sB`OhO[kJE_
34799,0,M?][OOgC_oqo[KNH_
34800,0,MWKSS?gBOoqo[kJH_
34801,0,MOMSQ?cT`OiO[LLE_
34802,0,MAkWQAcBHohGV?DN_
34803,0,MkOWC?w___qo[mjH_
34804,0,MwGP_OC?YodKVBDN_
34805,0,M{?WAG@OQOEF`hJN_
34806,1,M`S?[TACLQiqcUfL_
34807,0,Mb_@aOw@gYwWgV`x_
34808,0,MHaQWCWGWedLGq\F_
34809,1,MJ@?{GsOgIxCLF_z_
34810,1,MXAAsAS_T@dHJg^T_
34811,0,MOwJA?w_pCooNKsu_
34812,0,MWoBK@ccGPpPKomx_
34813,0,MDSF@PPCcDOqRaan_
34814,1,M`c?coU_YB?~aE^T_
34815,0,MoKOo@OoL@_wnPun?
34816,0,MFCPWOoFAB@_jCOv_
34817,0,MoSOW?SkE_g[SbRX_
34818,0,MoW?wAooqC_rCwHU_
34819,0,MooOG`@`YBOoyf`s_
34820,0,MoWOS?IkE_iKTB`Z_
34821,0,MKaQWAo_SCeR_wSF_
34822,0,MoBOg@CaeCpGnQhy_
34823,0,MooOC`@`YBOozF`s_
34824,0,MKaQWAo_SCeR_wSF_
34825,0,MoWOP?SsD_hKSbUJ_
34826,0,MogOc?PoXBCo^b_l_
34827,0,M`c@ESP`CHamQg|X_
34828,0,M`B@QPBcE_hJGRdu_
34829,0,Mg`O`@aCZGsJ_DMz?
34830,0,MogGg@QD_VSicH_f_
34831,0,M`o?pOT_UA_~_icm_
34832,1,MD_wE?kOo``vDJJE_
34833,0,MAYS`PAKGMCkKRML_
34834,0,MOwAs?pgYB?o^_cl_
34835,0,MGcr@IADDHOqBb_v_
34836,0,M_M?iCJaM@_]vQSO?
34837,0,MCeR?q@ICFOXBqlI_
34838,0,M`E@cOT`EGa]Qip\_
34839,0,M``@PWKOoe@n@I[f_
34840,1,MD_qEOK@p@`uJFSb_
34841,1,MBQWH?Y@LBlaVcKy_
34842,0,M`o@c@L`MGaigqrL_
34843,0,M_w?hKKKXE@m_JHf_
34844,1,M`o@WKKKgE`sIEJn?
34845,1,M`o@aSI@gb`ZOVME_
34846,1,MBaKDA[@gD}@QUXT_
34847,1,MBoWB?M?]axBaELx_
34848,1,MgB@BDW?[L|ArCkh_
34849,0,M?xQAs@OcLoer_tF_
34850,0,MgaAaAiCURUB`CSn_
34851,0,M@wM?bDOMA`UHRUX_
34852,1,M?]Q_s@OKFwFHRQX_
34853,0,MaGq?cBEoFoVIiax_
34854,0,M_w?pU@GSbpHOZUL_
34855,0,MC[P`PACWKq^A@_v_
34856,1,M?LoTAaPUa_nQdBG?
34857,0,M`o?qSI@hP`^@OJT_
34858,0,MC[GYT@CCUGW|I`X_
34859,0,MGpCsSS@OdAjeH?f_
34860,1,MOWadO`ASFyVOo`w_
34861,0,M?{?h{AOMBOIvDMQ_
34862,1,MYG@eCoPFCcEaWPv_
34863,0,M@X@kT@CSRhJOOtL_
34864,1,M?uObHABd`Q^?B?v_
34865,1,M@w?iaiO]D_]PRCE?
34866,0,M@e@[SQBGba]aOOt_
34867,0,MCw?\T@cCHGg{R`X_
34868,0,MKoDK@eDOKDXeOOf_
34869,0,Mg`C`AkHO`cxpDke_
34870,0,MYG@pS@?Sb`NOZUL_
34871,0,M[O?kwAGGBQ^B`_v_
34872,0,M@d?FkDpEO?MrI`w?
34873,0,M[C@qWA@G@s^@olT_
34874,0,MMG?uOs_E?_W~i`X_
34875,0,MqGWGCGE_rALUPOn_
34876,0,Mu?QOO_`_ICHykMJ_
34877,0,Md@@PT@CSBhJPRUL_
34878,1,MDDW_`PCV@AZbB_Z_
34879,0,MCeAPcR`SE?^iol??
34880,0,MdG@gSaAh@c[`oix_
34881,0,M`a?iOs_eC`W^JQH_
34882,0,Maa?qHah_KIHe?on_
34883,1,MpC@c?L`UGa]QirL_
34884,0,Mp@@P@Eooe@n@a[f_
34885,0,Mh_@oKKGgF@iFIJn?
34886,0,MdA@aSI@gB`]FRME_
34887,0,Mh_@aGqDIPCXoTLT_
34888,1,Mp@@DAEbEO_{bqce_
34889,1,M`oC_sI?wP`^PCuu_
34890,1,MwAOg@_@UEpGnHpx_
34891,1,MoWWA?QER_gkeBDN_
34892,0,MooOcC@gWJCg^adL_
34893,0,Ml?B@Do_oBEAbD@v_
34894,0,MwCIACI?dwCbJO`l_
34895,1,MoSPA?asCggg\bTP_
34896,1,M`oGaKIAoD`vDPJe_
34897,0,M_bGBEo?^AaMQjCl_
34898,1,MCsR@AQiCCoYBqBV_
34899,0,Maa?kQBgDA`iJQtL_
34900,0,Mh_?iIIGYD@]BBIf_
34901,0,MCkAQcF`KD?mza_g?
34902,1,MGUT@BAOT@`\Bbah_
34903,0,M`KCGtAEGDgZoTqh_
34904,0,McoCaQH@e@CWnQIy_
34905,1,MpOOK?IsCogiNAEZ_
34906,0,MK`QQAc`_CcpfICF_
34907,0,MWQAUOgGEhAOlLah_
34908,1,M`KCGtAEGDgZoTqh?
34909,0,MgQWOAgGEhBOLLax_
34910,0,McWAKPcKQ_`KUATN_
34911,0,MCq?mOXGeBCWnQGi_
34912,1,MPW?t?ksCggXTB?Z_
34913,0,M`SGQ?{GUhBOLL_h_
34914,0,MQSGU?sGUhAOlL_h_
34915,0,MacGcAsBHohGUABN_
34916,0,MYCCqS@@DB?YNqKy_
34917,0,MBo[ASG__KCcKXJe_
34918,0,MBS[GOWCOhSGKSlX_
34919,0,MWKBgOa?qMOKCK|P_
34920,0,MIOchISQ_aP?STTH_
34921,0,MMGPo?ioC__kNBEZ_
34922,0,McoC_sKGgQU@J?`|_
34923,0,MsAQOG_LCW@on`Aj_
34924,0,MEaPWOgGe`AOKNbT_
34925,0,MEaAYOwGe`?PKN`T_
34926,1,MgQ?YIIAUD@\jeJF_
34927,0,MoK?L?[wDAsMBWZ\_
34928,0,MpA@aASciD@ZAjIf_
34929,1,Moa?pHCX_abHiAX~?
34930,0,M``D@SKAp@`lBJcf_
34931,0,Moo?w@`hJ@OopDLV_
34932,0,MOghDH@WGaoqbBcj_
34933,0,MAQcdCT`gD?nqgh_?
34934,0,Ms@SO@_X_Ob`eWJU_
34935,0,Ms@SO@_X_QB`eKJU_
34936,0,MgPAPJ@@gccsTQeL_
34937,0,M`SGSDQaOMAqdK_e_
34938,0,Mw@WC?K?ewUBQKJU_
34939,1,MggCgEIBCi@omPhu_
34940,0,McQAQRADGMCkLPLL_
34941,0,Moo?kP_EFBAo[HNT_
34942,0,MKIQSAg@WIdUfKPv?
34943,0,MEcPHOQBOeHHKZgu_
34944,0,MOUQI?SeH`AkN@O|_
34945,0,McgOg?sWgg`okZgu_
34946,0,MhC@cGeGeB?{Jaud_
34947,0,MpC@EAIbEGa[RYh\_
34948,0,M``B@PK_oMOYEjMb_
34949,0,ME`PIOSB_dGXUbGz_
34950,0,MI_pDIADDHGibB_z_
34951,0,MC`aUGRPo@`fUh`_?
34952,0,Md@@PPKOp@`hFqse_
34953,0,M_wOW?pcqBOo\hHT_
34954,0,MaQ?YXAKGLCkLPML_
34955,0,MwOWG?cAb_g[dHfF_
34956,0,Mw_W?_PAFB@pZpYw_
34957,0,Mw_OgOACROcidRDN_
34958,1,MWKBa?w@e`wQWVql_
34959,0,MXCAwAIGq`kHPIj\_
34960,0,MBoBBWW@cLSSQUH~?
34961,1,MAobcWS@SJ[AgeP~?
34962,0,MXCAqAHGigm@GUp~?
34963,1,McW?[QBOSWwcGx]x_
34964,0,MgSCWFC_gHGsTFH~?
34965,0,MooGPPC?ZKBHiUH~?
34966,1,MATDA`hLCBbpTd]A_
34967,1,MWK@T@PAea_xxT]A_
34968,1,M@iATHKacApTGpZ`_
34969,0,McGgKOs@OcxOwmwq_
34970,0,M_TCPPcDP`YGL@a|_
34971,1,MgBOECSGgwj?leyE_
34972,0,M?\OqBCTJ__WTB`\_
34973,1,MBH?spDGSXppOtXw?
34974,1,MgD@D@pCeQ_xxemA_
34975,0,MhA@IDIAospPGlj`_
34976,1,M?fAWiPAt@mdGWg{_
34977,1,MQa?V@PgLG`jJOo{_
34978,1,MCWpGb@CyP?|_rOj?
34979,0,MQICp@QWSP_ovHMS_
34980,0,M_w?kBIqD_cgKaeJ_
34981,1,MWoPQ?acG`bgxEa{_
34982,1,Mgo?wWcCQAdHlHDF_
34983,1,M?sq_e@HWFy@QFPN?
34984,0,MaB?R@XgLG`jJoos_
34985,1,M`H@`H`@y__~A@LV?
34986,1,MT_?Z@HgL?biIors_
34987,1,MKgH`AdCGL@}QAKn?
34988,1,MSI@T@PEeA_xxd]A_
34989,0,M@iED@kac@pTGpj`_
34990,1,M@L?q`JpEOs`W[km?
34991,1,MEB@MPHECIc[yG]e?
34992,0,MoW?XPCCr@`iXcps_
34993,0,M_XAPPcCr@_ote`s_
34994,0,M?\I_pcCR@_gxF`w_
34995,1,MKKCeEBR?SE?]WSf?
34996,0,M`QPOP@CcYb[Wgjm?
34997,0,MwOOPAAcOiBgzCY{_
34998,1,McQ?qQPICEb\IWH}?
34999,1,MXA?lI@ATGd[PW{m?
35000,0,MgW?XL@cOa@ixCp{_
35001,0,MDPQ_pCEOX@gxE`{_
35002,1,M@dAWgdHcBmd_Wgm_
35003,1,MX_@X@HHEB`jAopu_
35004,1,M@kXO?dHE`_x`hoj?
35005,0,Moo?YPCcCcqo[bRL_
35006,0,MooGaHOAohTJCH@v_
35007,1,MWoQP?cCokoo\aPt_
35008,1,M_wOSDGBZ_`KTAQN_
35009,1,MAkB_ad`KBxADDtJ?
35010,1,Mh@@P@XHEB`jBoou_
35011,1,Mh_@g?lGe`_x`JpF?
35012,0,M@XQa@HHeB_jaope_
35013,1,M@UQ_`QHiP_XpThH?
35014,0,M?rIA_rOdKxDaQOf_
35015,1,MEW@RPBCcQbNH_cF_
35016,1,MBKWa@SaCP`XV`QH_
35017,0,Mk?eGEWEOGeAiWO~?
35018,0,MHgOePCCEPchKbTP_
35019,1,MESKo?]KCO`[VAEJ_
35020,0,M`HP@P@CcUa~A`bD_
35021,0,MqOW_@_`CHcg~_dX_
35022,1,M`SHCHDGKcayJRBD_
35023,1,MTO?jQ@GKSbmBHEF_
35024,0,MEWOePCaCOaW~a@X_
35025,0,MocQA?KhIWEAMcJU_
35026,1,MKgQQ?kKCHc[T`TP_
35027,1,MB`?[gdXCB_\_xkq_
35028,1,MQcGpP@?LBbHU`uq_
35029,1,MGwS_pCAOEpqXEP{_
35030,1,MBoOI_d@mccMWgbm?
35031,1,MCSagapSWD_^PPGy_
35032,0,MWoAKa`DDR@WNOcy_
35033,1,MGwPSO`CEa_wlREI_
35034,1,MWWIQAQAHKgoK^CT_
35035,1,MA[PCaDC]H`IrZ@@_
35036,1,MgcACapDDR@WNQ_y_
35037,1,MDQOkD@eCO`W^AEY_
35038,1,MPECpOH?m@eHUyaw_
35039,1,MCWpQGgWWChOombe_
35040,1,MKKWICcB?sSO]gAl_
35041,1,MOsOY@CWUJ?[SfRK_
35042,1,MCWgcicKD?bWSypm?
35043,1,MIOcKpcCCgsOkSvM?
35044,0,M@MPH@PqGTKGgKix?
35045,1,MeGAWChcS__G|ZPN?
35046,0,MwOGWCI_HH@tC^Gv?
35047,0,MwOOSCA`HH@tC^Gv?
35048,0,MEOgKpSCCosOkSvM?
35049,1,McB?bCLHKBdJDzLP_
35050,1,MOdIG_YBDbAW[zkP_
35051,0,M`E?UHPTGKappLwE_
35052,1,M_`_pAqoSB`hYeUS_
35053,1,MGqOi?TAYDoW^PSk?
35054,1,M`OcOoq@WKhqKmAU?
35055,0,MUCXOC@gGB@IHsZu?
35056,1,M`BOB?sDePdG\TUC_
35057,0,MpCOC_PAuhQOXKwu?
35058,0,MoE?MOEAjGbLC\Y?_
35059,1,MoW@OcPcWFAYS\dX_
35060,0,M`HOWOaAYa`hK\cs_
35061,1,MWK?mAI`GHkgwSwo_
35062,0,M{?PCOA?YCghiS|e?
35063,0,MoKCWOgAcXWW]KBV?
35064,0,MsCWGG@DC@soxS}W_
35065,0,MQE@LCIaSocPMKeh?
35066,0,MIKOb?UOdS_YS^bC_
35067,0,M{?GcIGCD?eogpr`_
35068,1,Mp_S?aGPWSgooT^?_
35069,0,M_MCEBQRGEckcK]?_
35070,0,MoKCKOSIGKhjC[WQ_
35071,1,M_FOHGQCkHqiUdiw_
35072,1,MCLGEaUQCTKG]LFP_
35073,1,MoKCK?UCsKqYMSxU?
35074,1,MoIAI?e_[DamfDOm?
35075,0,MHISD?iCSJRHC\]E_
35076,1,MBKC`cMHSB``QN[j?
35077,0,MgBOI?[HIcbHMdwq_
35078,0,MaSGOiECcJD_wmJo_
35079,0,MQOpP?BcoMDIYoFe_
35080,1,MKAoXCQCdEAgxfOj?
35081,0,MaD@DPP`OMAWySwo_
35082,1,MOogQ`H?]DpPjOnE_
35083,0,M_X?hPBcCcso[auT_
35084,0,MGYQ_`HEPJGg[bRK_
35085,0,MSQHC`E@ePDOk]eh_
35086,0,MoD@E?Y`qGiIXKwP_
35087,1,MDIOMOIAiGbKS\Y?_
35088,0,MEKATP`ATH@PMKeP_
35089,0,MWBCkAcQGKdRR_?f_
35090,0,MoD?d?JQLEeHUyao_
35091,0,MoPCP?sPcPeKs[EU_
35092,0,MO[Op?aIeHaguKEP_
35093,1,MoE@E?L_]@iPjFHF?
35094,0,MaPOP?U`cHc]SseS_
35095,0,M_o_ScXkGbA[KReE_
35096,0,M_wOo@`IUc`W\AEY_
35097,1,M@kQB?eClI_xCfs@_
35098,1,MOQgK`DCdHsWKs|y?
35099,1,MHCoI_dAe`oWhLjy?
35100,1,MgBO@_R_UA`mfFPu?
35101,0,MIBCiWD?SAoWnFLM?
35102,1,MSBAhODGU@_WvFLU?
35103,0,MKBWAaD?U@gYpjKi?
35104,1,M`QOAgDOkIa]EdRm?
35105,0,MOiCXODOT@`gnEH]?
35106,1,MHPOEgDOKIa]EdRu?
35107,1,MoAgCgDOcQbLMK|y?
35108,0,MHDSA_dCMCpGdMjy?
35109,1,MKEGQgX?SCi]KK|y?
35110,1,MARCcpPHCDcZTcmY_
35111,0,M`Q@BDHbCg`WLemY_
35112,1,MB`CQoXAdAwGXLly?
35113,0,M`H@`Cd`cSgkCXly?
35114,0,MGT@pCT_cKgmCW]y?
35115,1,MWK@bCH`CW`[MUmY_
35116,0,MHDSI@DGeGbIIS~M?
35117,0,MWE@pCD_cKgmCY\y?
35118,0,MWKQG_P_cEeUYS\Z?
35119,1,MGi@bCh`CW`[KVMY_
35120,0,MsGGIGWCSCpYMS~M?
35121,0,MI`CSadPCK_W\xkq_
35122,1,MBoGIgRASDsGewbm?
35123,1,MBKCQpDCKWoXCzcH_
35124,1,MIIDSOp@DOggK^CY_
35125,1,MCeARAqDeA_jCcLI?
35126,1,MWWSKO@ACcsg[meI_
35127,0,MSEApOH@dAiG[Nsq_
35128,1,MWBDWCDCLOcgcmfM?
35129,0,MBEAcp`ALB`GTaVQ_
35130,1,MsOWOG@PCAbK[mtN?
35131,0,MWCeGocACWqSKkj]?
35132,0,MwGKGOD?ECpIi[^J?
35133,0,MW_cSoP@OKwYKXQy?
35134,0,MY?cKocACWosKknM?
35135,1,MsCQCC@`SGoIi[^J?
35136,0,MWSPPA@_cKigK\uq_
35137,1,MSQWWO@@DAiWsmp]?
35138,1,MEKKCodAE?aK\LtJ?
35139,0,MWKEAw@?cGoiYk^I?
35140,1,M?uQHAQaU@aKccgy?
35141,1,M`@_Hf@_sI{OMdru?
35142,1,M_`_Db`bQA`nGMJ]?
35143,0,MKgOP_JEIIOozCY|?
35144,1,MHSO`_RKEEamGLru?
35145,1,M@SqAd@_[DifDFPN?
35146,1,MPg?sq@GUB`XRFPN?
35147,1,MoS?WpGcCaqW[rPj?
35148,0,M_w?Sr@GUB`\PFPN?
35149,1,M?ix?a`gI@_ybdNJ?
35150,1,MGs?Yx@CE`OW[bNJ?
35151,1,MoKCS?UYEPCSK\Ef?
35152,1,MKWQP?iHEOcHS{EX_
35153,0,MWQEKQO@OcqHCkwY_
35154,0,M_[?Ix@EE`OW]`NJ?
35155,1,MKKOq?sOdG`XULQH_
35156,1,MGSs_`POh`OWLRiy?
35157,0,MGgpOaD`I@_yrdLJ?
35158,1,MOsCWp@CUHOW[rLJ?
35159,0,MgKCSQP@IPCsK\cf?
35160,0,M_[CGp`CUHOW]pLJ?
35161,1,Mg@_`b`_YA`nGNNU?
35162,0,Mc@_H`qQpAooZdPt?
35163,1,MGkS@_bEIAoozC]x?
35164,1,MW_s@_BEIAoozFUx?
35165,0,MAUPG_YeEPCSKKex?
35166,1,M@kAUWQ@WgpGdCwQ_
35167,0,MOMPG_QeEPDSKLax?
35168,0,MBKCiSI?xG`HES{A_
35169,1,M_go_aDIeHcWtXXy?
35170,1,MKWW_`D@CSpW\ZPN?
35171,0,MIWSSW@ACCak[mRN?
35172,0,Mw?p?aGAcYwWHLjy?
35173,0,MKKRGS@@CEoII[\Z?
35174,0,MpAW?a@@UKhQIK]y?
35175,0,Mw?oI?PAUSpSLLhy?
35176,0,MWIEKOD_CGpIi[\J?
35177,0,MsOOWO@PCQbK[ktN?
35178,0,MaGgGosACUqSKkh]?
35179,0,MsGOKO@OcIpIi[ZJ?
35180,1,MoC_SgPDSMWYKXQi?
35181,1,McG_KgsQSOosKklM?
35182,1,MqCOKG@`SGpIi[ZJ?
35183,1,McOoO`DDePOXKsty?
35184,0,MEKGowaAGDAs[LMf?
35185,0,MoD?XGIPWcokKNjD?
35186,1,M@bCTWW`OCIiKSWe?
35187,0,MsCOEOAOWdOpUeXd?
35188,1,MoOaOo`CSkoXKsty?
35189,0,MEKPOo`aCCakK\VJ?
35190,0,MoGaGoPASso[KhjY?
35191,0,MaEGCwP@CgoiYK\Y?
35192,1,MICsO_pCcaoXKupy?
35193,0,MEKAgodaCCaK[LtJ?
35194,0,MECwG`PASSo[LHjY?
35195,0,MoKGCgPOSgoiYK\Y?
35196,1,MgO_WhHCUDOXKupy?
35197,0,MEKAgoeaGDAS[Lkf?
35198,1,MkOCSSPACCak[mRN?
35199,1,MaGgGgkASSqSKkjM?
35200,1,MoISG?DocGpIi[\J?
35201,0,MgC_SiP@TIWWILQy?
35202,1,MgG_KkcAUOoSKknM?
35203,0,MiGBGWH@CEoII[\Z?
35204,1,MoAb?_daKHpKpw|e?
35205,0,M@TOIgDHM_hGMpre?
35206,0,Mk?oG_XaOOwWmWnM?
35207,1,M@sSAb@OkIa[EPrm?
35208,1,McQGWSP@CaoWkup]?
35209,1,M@LKOpBCCQpgfIdP_
35210,1,M@LPGd@aKQghDpsH_
35211,1,MgWAKW`ADAhG[meI_
35212,1,MBWCJPHIEGaIClaY_
35213,1,MBIGTKPaCOaKS^CY_
35214,1,M?tQBAScdGcXCc]Q?
35215,1,MBBSO_hPT@_gNxUe?
35216,0,MBBOUCDgKg_gLftE?
35217,0,Mk?oC`H`CIS[Kiqy?
35218,0,MSB@[ODOS`sICmfM?
35219,0,MwGOIO@_ECpIi[^J?
35220,1,Mh@O@_RKEEamIdru?
35221,1,Mg_o@_JEIYOozEQ|?
35222,0,Mc@_HxAE__spWdrt?
35223,1,MBSCQoRCKadHw[le?
35224,0,MOe@kCD`KPchcwxe?
35225,1,MOsPP@__sIqWKcru?
35226,1,MooOc?`HMIcgkwjm?
35227,0,MWB@wCB_SEcZDw[u?
35228,0,MIBCU@w_SAoXLdpe?
35229,1,MKBPSAoOS``hDLpu?
35230,1,MIBSa@g_SAoXKfte?
35231,1,Mk@CgALOKGcYTw{u?
35232,0,MU@GUCgCT@`HLTre?
35233,0,MkAWOOg?CapXLTrm?
35234,1,MGaoK_w@UDo[K^qm?
35235,1,MGQoc`WCUDoYLO~M?
35236,0,Mc@_HpaE_`spWdbt?
35237,1,MGXOc``AMEog^aBU_
35238,1,MG[Oa``BF@aW]pDJ?
35239,1,MOJHS?FaCQxGcmfH_
35240,0,MCLQQO`BCHokS^CY_
35241,0,MOLIQ?RaCPokTTUW_
35242,0,M@LAgw`AKQghLpcH_
35243,0,MEK?rEPacCaHMLaQ_
35244,0,M@eQP?qSdI`GSeJI?
35245,0,MwGOW?`_ccsg[meI_
35246,1,M_X?PpHCMEoiTibS_
35247,1,McHO@oB?mGakurrL?
35248,0,MCYQCoIAgRO[K^Ef?
35249,0,MCYICoM?gRO[MMMu?
35250,0,MCMOooaBGLP[KMaT?
35251,1,M?yPD?MCuHeGkUHO?
35252,1,MoCgGgHPCEa[]ZtP_
35253,0,M?xSCcHgSAdG]NFQ_
35254,0,M?{W@gDOLAaWtfpQ?
35255,1,M?fWGg`PDOaiK\UW?
35256,1,Ma@_HpPEDU?yThHz?
35257,0,MJCO`_RaCWp_S^Pz?
35258,0,MwGOW?`_cEwYK]TZ?
35259,0,MkCGKKK@E?_mLK|J?
35260,0,MgEGCgsACWwWlKjM?
35261,0,Mq?qA?P`cMOSMLYy?
35262,0,MCTDDOqDODWgSUGe?
